,DisasterId,DisasterSubgroup,DisasterType,Event Name,Origin
1692,13717,Hydrological,Flood,,Pouring rainfall
1693,13723,Hydrological,Flood,,Heav rains
1694,13731,Hydrological,Flood,,Torrentila rains
1695,13732,Climatological,Wildfire,,"High tempertaures, gusty winds, dry soil, vast swathes of dried vegetation and brush"
1696,13733,Climatological,Wildfire,Butte fire,
1697,13735,Climatological,Wildfire,,"Drought conditions, gusty winds, warm temperatures, lightening"
1698,13739,Climatological,Drought,,"Lack of rainfall, El NIno"
1699,13751,Meteorological,Storm,,Pacific storm systems fueled by El Nino
1700,13752,Meteorological,Storm,,Torrential rain
1701,13755,Climatological,Drought,,High temperature and reduced rainfall
1702,13757,Hydrological,Flood,,Tornado
1703,13760,Meteorological,Storm,Typhoon Megi,
1704,13768,Hydrological,Flood,,Torrential rrains
1705,13772,Meteorological,Storm,Hurricane 'Matthew',
1706,13773,Meteorological,Storm,Typhoon Ferdie (Meranti),
1707,13774,Meteorological,Storm,Tropical storm Otto,
1708,13778,Meteorological,Storm,Storm Jonas (Snowzilla),
1709,13780,Meteorological,Storm,Cyclone Ulla,
1710,13787,Hydrological,Flood,,Reammnants of cyclone Fantala
1711,13791,Climatological,Wildfire,,"Combination of heat, extented drought and gusty winds"
1712,13792,Climatological,Wildfire,Sand Fire,Drought
1713,13793,Climatological,Wildfire,Clayton Fire,
1714,13796,Meteorological,Storm,Storm Mirinae,
1715,13805,Hydrological,Landslide,,Heavy hailstorm and rains
1716,13807,Hydrological,Flood,,Heay rains
1717,13815,Meteorological,Storm,Typhoon Karen (Sarika),
1718,13816,Meteorological,Storm,Typhoon Lawin (Haima),
1719,13817,Meteorological,Storm,Tropical storm Dianmu,
1720,13818,Meteorological,Storm,Typhoon Carina (Nida),
1721,13832,Meteorological,Storm,Tropical depression'16/Hurricane 'Nate',
1722,13833,Meteorological,Storm,Hurricane 'Maria',
1723,13837,Hydrological,Flood,,Mei-Yu rain
1724,13843,Hydrological,Landslide,,Monsoon
1725,13844,Hydrological,Flood,,Heavy Rainfall
1726,13849,Hydrological,Flood,,Heavy seasonal rains (Mei-yu)
1727,13855,Meteorological,Storm,,Thunderstorm
1728,13856,Meteorological,Storm,,Low pressure 'Kolle'
1729,13858,Climatological,Wildfire,Sir Ivan fire,
1730,13859,Climatological,Wildfire,"Gustafsen, Wildwood, Elephant Hill Fires",Weather
1731,13862,Meteorological,Storm,Debbie,
1732,13865,Meteorological,Storm,Typhoon 'Hato',
1733,13867,Meteorological,Storm,Hurricane 'Irma',
1734,13885,Hydrological,Flood,,Heavy Rain and storm 
1735,13893,Meteorological,Storm,Cyclone Mora,
1736,13902,Hydrological,Flood,,Snowmelt and Heavy Rain 
1737,13907,Meteorological,Storm,,Mei-Yu
1738,13916,Meteorological,Storm,Tropical Storm Talas,
1739,13917,Meteorological,Storm,Typhoon Nesat & Haitang,
1740,13918,Meteorological,Storm,Tropical storm 'Pakhar'/'Jolina',
1741,13919,Climatological,Drought,,"Lack of rain, dry conditions. "
1742,13921,Hydrological,Flood,,Severe Weather
1743,13922,Hydrological,Flood,,Mei-Yu
1744,13934,Hydrological,Flood,,Low pressure Alfred
1745,13938,Meteorological,Storm,'Zeus',
1746,13939,Climatological,Wildfire,,"Wind, drought"
1747,13949,Hydrological,Flood,,Tropical depression 16
1748,13950,Hydrological,Flood,,Heavy rains + Tropical Storm Selma
1749,13953,Meteorological,Storm,Eleanor,
1750,13954,Hydrological,Flood,,"Heavy rains, elting snow"
1751,13956,Meteorological,Storm,Tropical storm 'Alberto',
1752,13964,Geophysical,Volcanic activity,Volcan de Fuego,
1753,13972,Meteorological,Storm,Typhoon 'Maria' (Gardo),
1754,13973,Meteorological,Storm,Typhoon 'Bebinca',
1755,13974,Meteorological,Storm,Tropical Storm Yagi,
1756,13975,Meteorological,Storm,Tropical storm Rumbia,
1757,13976,Meteorological,Storm,Cyclone 'Sagar',
1758,13977,Meteorological,Storm,Cyclone 'Josie',
1759,13982,Meteorological,Storm,'Friederike' (David),
1760,13985,Hydrological,Flood,,Torrential Rain
1761,13994,Climatological,Drought,,Lack of rainfall and anomalous warmth
1762,13998,Hydrological,Flood,,Intense rain
1763,14013,Hydrological,Flood,,Heavy Rain and Snowmelt
1764,14019,Meteorological,Storm,Tropical storm 'Ewiniar',
1765,14020,Meteorological,Storm,Tropical storm 'Ampil' (Inday),
1766,14021,Meteorological,Storm,Typhoon 'Soulik',
1767,14022,Meteorological,Storm,Typhoon Mangkut (Ompong),
1768,14026,Hydrological,Flood,,"Typhoon Prapiroon, Typhoon Maria"
1769,14032,Meteorological,Storm,Hurricane Michael,
1770,14035,Meteorological,Storm,Hurricane 'Beryl',
1771,14036,Hydrological,Flood,,Tropical Storm Beryl
1772,14045,Meteorological,Storm,Tropical cyclone 'Keni',
1773,14047,Meteorological,Storm,Storm 'Adrian',
1774,14051,Hydrological,Flood,,Torrenntial rains
1775,14053,Hydrological,Flood,,"Heavy raining, melting of snow and glacier"
1776,14058,Hydrological,Flood,,"Heavy rain and thunderstorms, El Nino"
1777,14067,Hydrological,Flood,,Incresaing temperatures and heavy rains
1778,14071,Climatological,Wildfire,,Heat wave and lighthening
1779,14072,Meteorological,Storm,Cyclone 'Kenneth',
1780,14085,Hydrological,Flood,,Hevy rainfall
1781,14091,Hydrological,Landslide,,Mosoon rains
1782,14092,Meteorological,Storm,Cyclone 'Fani',
1783,14118,Meteorological,Storm,Cyclone 'Wutip',
1784,14124,Meteorological,Storm,Cyclone Vamco,
1785,14125,Hydrological,Flood,,Gate of hydro-electrical dawn opened
1786,14126,Climatological,Drought,,"El NIno, low precipitation"
1787,14128,Meteorological,Storm,Typhoon Chaba (Chyba?),
1788,14138,Meteorological,Storm,Tropical storm Mindulle,
1789,14144,Meteorological,Storm,Tropical storm Marce (Tokage),
1790,14148,Meteorological,Storm,Cyclone 'Vardah',
1791,14150,Meteorological,Storm,Typhoon Lionrock,
1792,14151,Meteorological,Storm,Typhoon Malakas,
1793,14153,Meteorological,Storm,Typhoon Helen (Megi),
1794,14154,Climatological,Drought,,Poor performance in the long-rain time period
1795,14162,Climatological,Wildfire,,DRought and high winds
1796,14181,Hydrological,Flood,,Continous rains
1797,14194,Meteorological,Storm,Typhoon 'Nina' (Nock-Ten),
1798,14195,Hydrological,Flood,,Monsooonal rains (Hagabat)
1799,14203,Meteorological,Storm,Typhoon 'Lan'/'Paolo',
1800,14204,Meteorological,Storm,Typhoon 'Talim',
1801,14205,Meteorological,Storm,Cyclone 'Ockhi',
1802,14207,Meteorological,Storm,Beatriz,
1803,14208,Meteorological,Storm,Hurricane 'Franklin',
1804,14211,Meteorological,Storm,Typhoon 'Damrey' / 'Ramil',Precursor of Damrey
1805,14212,Meteorological,Storm,Storm 'Tembin' (Vinta),
1806,14213,Meteorological,Storm,Tropical storm 'Kai-Tak' (Urduja),
1807,14217,Climatological,Wildfire,,"Dry conditions, high temperatures (40°C), lightning"
1808,14218,Meteorological,Storm,Cyclone 'Cempaka',
1809,14219,Meteorological,Storm,Hurricane Katia,
1810,14220,Meteorological,Storm,Typhoon 'Doksuri',
1811,14234,Hydrological,Flood,,Tropical Storm Nanmadol
1812,14244,Hydrological,Flood,,"Hevy rains, El Nino"
1813,14254,Meteorological,Storm,Cyclone 'Enawo',
1814,14255,Meteorological,Storm,Tropical storm 'Lidia',
1815,14256,Meteorological,Storm,Cyclone 'Dineo',
1816,14258,Hydrological,Landslide,,Rain
1817,14277,Meteorological,Storm,,Monsoon
1818,14287,Hydrological,Flood,,Long-term rainfall
1819,14300,Hydrological,Flood,,"Snowmelt, Rain"
1820,14303,Meteorological,Storm,Typhoon 'Noru',
1821,14328,Hydrological,Flood,,heavy rains
1822,14329,Hydrological,Flood,,West African Monsoon
1823,14341,Hydrological,Flood,,Continuous rains and snowfalls
1824,14346,Meteorological,Storm,Tropical depression 02W (Crising),
1825,14358,Meteorological,Storm,Cyclone 'Ava',
1826,14359,Meteorological,Storm,Tropical storm 'Basyang' (Sanba),
1827,14360,Meteorological,Storm,Tropical depression 'Usman',
1828,14365,Meteorological,Storm,Tropical storm 'Titli',
1829,14377,Hydrological,Flood,,Tropical Storm Praipiroon
1830,14383,Meteorological,Storm,Typhoon 'Yutu' (Rosita),
1831,14389,Geophysical,Volcanic activity,Anak Krakatoa,
1832,14390,Geophysical,Volcanic activity,Mount Etna,
1833,14392,Hydrological,Flood,,Tropial storm Son Tinh
1834,14396,Climatological,Wildfire,,Heat and wind
1835,14401,Meteorological,Storm,Typhoon Jebi,
1836,14402,Meteorological,Storm,Typhoon Trami,
1837,14403,Meteorological,Storm,Tyhoon 'Son Tinh',
1838,14405,Meteorological,Storm,Tropical storm 'Eliakim',
1839,14406,Meteorological,Storm,Tropical storm 'Vicente',
1840,14407,Meteorological,Storm,Tropical storm 'Berguitta',
1841,14408,Meteorological,Storm,Cyclone 'Mekunu',
1842,14409,Meteorological,Storm,Cyclone 'Luban',
1843,14430,Meteorological,Storm,Cyclone 'Gaja',
1844,14431,Meteorological,Storm,Tropical storm 'Phethai',
1845,14433,Climatological,Drought,,Por rainfall
1846,14451,Meteorological,Storm,Typhoon 'Kong-Rey',
1847,14466,Meteorological,Storm,Hurricane Willa,
1848,14467,Meteorological,Storm,Tropical cyclone 'Penny',
1849,14474,Meteorological,Extreme temperature ,Dzud,
1850,14477,Climatological,Drought,,Irregular seasonal rainfall in 2017
1851,14499,Meteorological,Storm,Agaton (01W),
1852,14509,Hydrological,Flood,,Storm Beryl
1853,14511,Meteorological,Storm,Storm 'Leslie',
1854,14526,Meteorological,Storm,Storm 'Norma',
1855,14533,Meteorological,Storm,Cyclone 'Idai',
1856,14543,Climatological,Drought,,Two consecutive poor rainy seasons
1857,14544,Climatological,Drought,,El Nino and the decrease in the amount of rainfall during monsoon season
1858,14545,Climatological,Drought,,"Prolonged dry spells, with erratic high temperatures and floods,"
1859,14565,Hydrological,Flood,,Torrential rains; Meiyu front (Baiu font)
1860,14571,Hydrological,Flood,,Monsoon floods
1861,14582,Hydrological,Flood,,"Torrential rains, Tropical Storm 'Idai'"
1862,14592,Meteorological,Storm,Tropical depression 'Amang' (01W),
1863,14597,Geophysical,Volcanic activity,Mount Ulawun and Manam,
1864,14656,Climatological,Wildfire,,"Drought, El Nino"
1865,14658,Meteorological,Storm,Hurricane Hermine,
1866,14660,Hydrological,Flood,,Excessive rains and thunderstorms
1867,14671,Meteorological,Storm,Tropical storm Aere,
1868,14679,Hydrological,Flood,,Residual effects of Tropial storm Dianmu
1869,14680,Hydrological,Flood,,Mnsoonal rain
1870,14712,Meteorological,Storm,Tropical depression 'Ex-Dineo',Torrential rains
1871,14716,Meteorological,Storm,Hurricane Harvey,
1872,14721,Hydrological,Flood,,Mei-Yu rain band
1873,14725,Hydrological,Flood,,Tropical Depression 23W
1874,14739,Meteorological,Storm,Typhoon 'Damrey' / 'Ramil',
1875,14743,Climatological,Drought,,Lack if rainfall
1876,14744,Climatological,Drought,,Erratic rainfall and prolonged drought conditions exacerbated by El Niño disrupted the 2015/2016
1877,14767,Climatological,Wildfire,"Wall Fire, Alamo Fire, Whittier Fire",Weather
1878,14768,Climatological,Wildfire,"Tubbs, Atlas, Nuns Fires",
1879,14770,Climatological,Wildfire,'Thomas',"Droght, winds"
1880,14776,Hydrological,Flood,,Tropical depression
1881,14777,Geophysical,Volcanic activity,Mt Monaro,
1882,14778,Meteorological,Storm,Tropical cyclone 'Donna',
1883,14784,Climatological,Wildfire,Knysna fire,
1884,14797,Hydrological,Flood,,Combination of low-pressure system and tropical depression
1885,14802,Geophysical,Volcanic activity,Kilauea,
1886,14803,Geophysical,Volcanic activity,Ambryn,
1887,14804,Climatological,Wildfire,Carr and Mendocino Complex fires,
1888,14809,Climatological,Drought,,"Lack of rain, El NIno"
1889,14813,Meteorological,Storm,Cyclone Gita,
1890,14817,Meteorological,Storm,Hurricane Florence,
1891,14841,Climatological,Drought,,"Lack of rain, La Nina"
1892,14843,Hydrological,Flood,,Tropical Storm Gordon
1893,14846,Climatological,Wildfire,Camp Fire,
1894,14848,Climatological,Wildfire,Woolsey Fire,
1895,14852,Meteorological,Storm,Tropical depression 'Toraji',
1896,14853,Geophysical,Volcanic activity,Aoba (Manaro Voui),
1897,14859,Climatological,Wildfire,Currowan,High temperatures and dry conditions
1898,14860,Meteorological,Storm,Tropical cyclone Lekima (Hanna),
1899,14878,Hydrological,Flood,,Fast snowmelt
1900,14880,Hydrological,Flood,FL-2019-000131,
1901,14892,Meteorological,Storm,Tropical cylone 'Pabuk',
1902,14925,Meteorological,Storm,Tropical cyclone 'Bulbul',
1903,14927,Meteorological,Storm,Tropical cyclone 'Dorian',
1904,14932,Hydrological,Flood,,Heavy and non-stop rains
1905,14938,Meteorological,Storm,Tropical cyclone 'Lingling',
1906,14939,Meteorological,Storm,Tropical cyclone 'Mitag',
1907,14948,Meteorological,Storm,Cyclone 'Belna',
1908,14955,Meteorological,Storm,Storm 'Alex',
1909,14956,Meteorological,Storm,Hurricane 'Iota',
1910,14963,Hydrological,Flood,,Seasonal rain
1911,14968,Hydrological,Flood,FL-2020-000154,Torrential rains
1912,14979,Climatological,Drought,,Strong dry spell 
1913,14982,Meteorological,Storm,Tropical storm 'Nangka' (Nika),
1914,14990,Hydrological,Flood,,Heavu rains
1915,14992,Hydrological,Flood,,Torrential seasonal rains
1916,14996,Meteorological,Storm,Storm 'Ciara' (Sabine),
1917,15002,Meteorological,Storm,Cyclone 'Amphan',
1918,15003,Meteorological,Storm,Hurricane 'Eta',
1919,15006,Hydrological,Flood,,Rising temperatures and subsequent ice jamming
1920,15009,Meteorological,Storm,Tropical cyclone 'Hagupit' (Dindo),
1921,15010,Meteorological,Storm,Tropical cyclone 'Mekkhala' (Ferdie),
1922,15021,Meteorological,Storm,Hurricane 'Isaias',
1923,15026,Meteorological,Storm,Hurricane 'Laura',
1924,15028,Geophysical,Volcanic activity,Sangay,
1925,15032,Hydrological,Flood,,Torrential rainfall caused by a slow-moving area of low pressure – named “Bernd”
1926,15034,Hydrological,Flood,,Heavy rain and river overflow
1927,15046,Hydrological,Flood,,Heavy rains; La Nina
1928,15047,Meteorological,Storm,Hurricane 'Elsa',
1929,15060,Meteorological,Storm,Tropial cylone 'Niran',
1930,15062,Climatological,Drought,,"Low rain- and snowfall, La nina"
1931,15077,Meteorological,Storm,Tropical cyclone 'Seroja-21',
1932,15083,Meteorological,Storm,Storm 'Aurore' (Hendrick),Strong winds
1933,15085,Meteorological,Storm,Cyclone 'Yaas',
1934,15111,Hydrological,Flood,,Heavy rainfall and convective storms
1935,15112,Meteorological,Storm,Typoon 'In-Fa',
1936,15113,Climatological,Drought,,Below-average precipitation
1937,15115,Hydrological,Flood,,Tropical cyclone 'Cempaka'
1938,15124,Meteorological,Storm,Tropical storm 'Ida',
1939,15125,Meteorological,Storm,Storm 'Aurore' (Hendrick),
1940,15128,Meteorological,Storm,Tropical cyclone 'Fred',
1941,15136,Meteorological,Storm,Storm 'Dudley' (Ylenia),
1942,15137,Meteorological,Storm,Storm 'Malik' (Nadia),
1943,15141,Hydrological,Flood,,Remanant Tropical Cyclone Seth
1944,15143,Meteorological,Storm,Storm 'Eunice' (Zeynep),
1945,15228,Meteorological,Storm,Storm 'Amelie',
1946,15242,Hydrological,Flood,,"Torrantial rains, TYphon 21"
1947,15258,Meteorological,Storm,Tropical cylone 'Hagibis',
1948,15260,Meteorological,Storm,Tropical cyclone 'Lorena',
1949,15261,Meteorological,Storm,Tropical storm 'Fernand',
1950,15268,Meteorological,Storm,"Elsa, Fabien",
1951,15273,Meteorological,Storm,Tropical cyclone 'Sarai',
1952,15298,Meteorological,Storm,Tropical storm 'Tapah',
1953,15299,Meteorological,Storm,Typhoon 'Faxai',
1954,15302,Hydrological,Flood,,Tropical Storm PODUL and Tropical Depression KAJIKI's
1955,15307,Hydrological,Flood,,Tropical Storm Podul and Tropical Depression Kajiki
1956,15314,Meteorological,Storm,Tropical storm 'Narda',
1957,15331,Geophysical,Volcanic activity,Whakaari/White Island volcano,
1958,15342,Meteorological,Storm,Cyclone 'Yasa',
1959,15351,Climatological,Drought,,Insufficient rainfall 
1960,15352,Meteorological,Storm,Tropical storm 'Amanda',
1961,15371,Hydrological,Flood,,Heavy rains caused by tropical storm
1962,15372,Meteorological,Storm,Tropical storm 'Cristobal',
1963,15374,Hydrological,Flood,,Heavy rain due to the influence of Hurricane ETA
1964,15389,Meteorological,Storm,Cyclone Nivar,
1965,15390,Meteorological,Storm,Tropical storm Linfa,
1966,15391,Meteorological,Storm,Typhoon 'Maisak' (Julian),
1967,15393,Meteorological,Storm,Cyclone 'Herold',
1968,15397,Climatological,Drought,,Prolonged dry spells and negative economic impacts of COVID-19
1969,15406,Meteorological,Storm,'Gloria',
1970,15411,Meteorological,Storm,Cyclone 'Tino',
1971,15412,Meteorological,Storm,Cyclone 'Harold',
1972,15438,Geophysical,Volcanic activity,Lewotolo Volcano,
1973,15439,Geophysical,Volcanic activity,Mount Semeru,
1974,15446,Hydrological,Landslide,,Heavy rains and high winds
1975,15457,Hydrological,Landslide,,Heavy ran
1976,15460,Meteorological,Storm,Cyclone 'Nisarga',
1977,15478,Meteorological,Storm,Tropical cyclone 'Haishen' (Kristine),
1978,15480,Meteorological,Storm,Tropical storm 'Noul' (Leon),
1979,15483,Meteorological,Storm,Tropical cyclone 'Sinlaku',
1980,15484,Climatological,Wildfire,,"Heat wave, winds"
1981,15491,Meteorological,Storm,Tropical storm 'Gamma',
1982,15493,Meteorological,Storm,Hurricane 'Zeta',
1983,15516,Climatological,Wildfire,,High winds
1984,15527,Meteorological,Storm,Tropical storm 'Enrique',
1985,15528,Meteorological,Storm,Tropical cyclone 'Grace',
1986,15529,Meteorological,Storm,Tropical cylone 'Nora',
1987,15530,Meteorological,Storm,Cyclone 'Shaheen',Formed by the remnants of tropical cyclone GULAB
1988,15531,Meteorological,Storm,Tropical storm 'Dolores',
1989,15534,Hydrological,Landslide,,Monsoon rain
1990,15538,Meteorological,Storm,Storm 'Filomena!,
1991,15541,Hydrological,Flood,,Cut-off low pressure area (locally referred to as DANA)
1992,15561,Climatological,Glacial lake outburst,,
1993,15602,Meteorological,Storm,Tropical depression 'Omais' (Isang),
1994,15603,Meteorological,Storm,Tropical storm 'Koguma',
1995,15604,Meteorological,Storm,Tropical cyclone 'Rick',
1996,15605,Meteorological,Storm,Tropical cyclone 'Eloise',
1997,15607,Meteorological,Storm,,Tail-end of a frontal system
1998,15611,Hydrological,Flood,,"Related to a phenomenon locally referred to as ""DANA"" or a cold drop"
1999,15616,Geophysical,Volcanic activity,Mount Sangay,
2000,15619,Meteorological,Storm,Tropical cyclone 'Ana',
2001,15620,Meteorological,Storm,Storm 'Aurore' (Hendrick),"Stro,gs wnds and heav rains"
2002,15623,Hydrological,Flood,,Heavy raiins
2003,15633,Meteorological,Storm,Tropical cyclone 'Lionrock' (Lannie),
2004,15634,Meteorological,Storm,Tropical cyclone 'Kompasu' (Maring),
2005,15635,Climatological,Wildfire,,Unclear
2006,15644,Geophysical,Volcanic activity,Mount Merapi,
2007,15655,Hydrological,Flood,,"Heavy rains and high tides, and exacerbated by La Nina"
2008,15659,Meteorological,Storm,Tropical cyclone 'Tauktae',
2009,15660,Meteorological,Storm,Cyclone 'Gulab',
2010,15661,Meteorological,Storm,Cyclone 'Shaheen',
2011,15662,Meteorological,Storm,Tropical storm 'Jawad',
2012,15679,Hydrological,Flood,,"""Long Rains"" season "
2013,15692,Meteorological,Storm,,Arctic blast associated with the Polar Vortex
2014,15700,Hydrological,Flood,,"Heavy rains, Tropical Depression TWENTYNINE"
2015,15722,Hydrological,Flood,,Heavy rais
2016,15724,Geophysical,Volcanic activity,Hunga-Tonga-Hunga-Ha'apai ,
2017,15725,Hydrological,Flood,,Tropical Storm named Ana
2018,15730,Meteorological,Storm,Tropical storm 'Cody',
2019,15731,Meteorological,Storm,Cyclone 'Batsirai',
2020,15732,Meteorological,Storm,Tropical storm 'Ana',
2021,15733,Meteorological,Storm,Tropical cyclone 'Gombe',
2022,15755,Climatological,Wildfire,,Strong winds and dry atmospheric conditions
2023,15757,Meteorological,Storm,Tropical storm 'Dumako',
2024,15758,Meteorological,Storm,Cyclone 'Emnati',
2025,15831,Climatological,Drought,,"Poor rainfall, El Nino"
2026,15835,Meteorological,Storm,Tropical cyclone 'Kalmaegi' (Ramon),
2027,15836,Meteorological,Storm,Tropical cyclone 'Phanfone' (Ursula),
2028,15837,Meteorological,Storm,Tropical Storm 'Pawan',Heavy rains
2029,15838,Meteorological,Storm,Typhoon 'Matmo',
2030,15844,Hydrological,Flood,,Tropical Cyclone Wipha
2031,15852,Meteorological,Storm,Tropical storm ' Imelda',
2032,15853,Meteorological,Storm,Tropical cyclone 'Nakri',
2033,15861,Meteorological,Storm,Tropical cyclone 'Danas',
2034,15862,Meteorological,Storm,Tropical cyclone 'Podul',
2035,15864,Meteorological,Storm,Tropical cyclone 'Kammuri' (Tisoy),
2036,15868,Climatological,Wildfire,,Lack of rain—compounded by strong winds and the use of slash-and-burn agricultural techniques
2037,15899,Meteorological,Storm,Tropical cylone 'Barry',
2038,15900,Climatological,Wildfire,Saddleridge fire & Sandalwood fire,
2039,15901,Climatological,Wildfire,Kincade Fire,
2040,15916,Meteorological,Storm,Typhoon 'Goni' (Rolly),
2041,15917,Meteorological,Storm,Tyhoon 'Ulysses' (Vamco),
2042,15925,Meteorological,Storm,Tropical cyclone 'Gati',
2043,15934,Hydrological,Flood,,Tropical Storm HIGOS 
2044,15935,Hydrological,Flood,,"Heavy rain, monsoon"
2045,15941,Meteorological,Storm,Typhoon 'Molave' (Quinta),
2046,15944,Hydrological,Flood,,Tropical Depression Rene
2047,15954,Meteorological,Storm,Tropical depression 'Vicky' (Krovanh),
2048,15961,Meteorological,Storm,Hurricane 'Delta',
2049,15962,Meteorological,Storm,Hurricane 'Sally',
2050,15966,Meteorological,Storm,Tropical storm 'Etau' (Tonyo),
2051,15974,Geophysical,Volcanic activity,Taal volcano,
2052,15976,Meteorological,Storm,Tropical Cyclone 'Vongfong' (Ambo),
2053,15977,Meteorological,Storm,Tropical depression 'Ofel',
2054,16036,Climatological,Wildfire,August Complex fire,
2055,16038,Hydrological,Flood,,Hurricane Iota
2056,16045,Hydrological,Flood,,"Heavy rains, cyclone Nisarga"
2057,16060,Meteorological,Storm,Tropical storm 'Choi-Wan',
2058,16061,Meteorological,Storm,Tropical cyclone 'Conson' (Jolina),
2059,16065,Meteorological,Storm,Tropical depression 'Twe',
2060,16073,Meteorological,Storm,Storm 'Claudette',
2061,16079,Hydrological,Flood,,"Heavy rains, Tropical storm Dianmu"
2062,16084,Hydrological,Flood,,Heavy rain and thunderstorm
2063,16086,Hydrological,Flood,,Tropical Waves No. 38 and 39 generated heavy rains
2064,16087,Hydrological,Flood,,"Heavy rains, tropical cyclone DIANMU"
2065,16089,Geophysical,Volcanic activity,Mount Nyiragongo,Seismic acitivities
2066,16090,Geophysical,Volcanic activity,Mount Nyiragongo,Seismic activities
2067,16097,Hydrological,Flood,,Active monsoonal rainfall 
2068,16100,Meteorological,Storm,,Polar Vortex
2069,16103,Meteorological,Storm,Tropical storm 'Jobo',
2070,16108,Meteorological,Storm,Tropical depression 'Henri',
2071,16109,Meteorological,Storm,Tropical storm 'Fred',"Heavy rains, remnants of tropical storm Fred"
2072,16111,Meteorological,Storm,Tropical storm 'Nicholas',
2073,16116,Climatological,Drought,,"Poor precipitation, abnormally high air temperatures"
2074,16119,Climatological,Drought,,"Covid 19 pandemic, crop pests, food insecurity, and livestock diseases"
2075,16122,Meteorological,Storm,Tropical cyclone 'Surigae',
2076,16128,Meteorological,Storm,Tropical storm 'Dujuan' (Auring),
2077,16130,Meteorological,Storm,Typhoon 'Rai' (Odette),
2078,16133,Meteorological,Storm,Storm 'Aurore' (Hendrick),Heavy rains and strong winds
2079,16143,Geophysical,Volcanic activity,Cumbre Vieja volcano,
2080,16171,Climatological,Wildfire,Dixie fire,"Heat, drought and winds"
2081,16172,Climatological,Wildfire,Caldor fire,
2082,16176,Climatological,Wildfire,Telegraph and Mescal Fires,
2083,16177,Climatological,Wildfire,Bootleg Fire ,
2084,16178,Climatological,Wildfire,Fawn fire,
2085,16180,Climatological,Wildfire,Middle Fork and the Marshall wildfires,
2086,16182,Geophysical,Volcanic activity,La Souffrière,
2087,16189,Geophysical,Volcanic activity,Volcano 'Yasur',
2088,16197,Meteorological,Storm,Hurricane 'Julia',
2089,16232,Climatological,Drought,,High temperatures and lack of rainfall
2090,16236,Meteorological,Storm,Hurricane 'Fiona',
2091,16238,Climatological,Drought,,Ongoing drought and compounding regional and international shocks
2092,16239,Meteorological,Storm,Tropical storm 'Chaba',
2093,16250,Climatological,Wildfire,Adkins Ave Fire and Bertha Swamp Road Fires; Cottonwood Complex Fires,"Prolonged period of dry conditions, steady winds, and abundant fuels"
2094,16267,Meteorological,Storm,Tropical storm 'Sitrang',
2095,16271,Meteorological,Storm,Hurricane 'Lisa',
2096,16278,Climatological,Wildfire,,Drought and very high temperatures 
2097,16280,Meteorological,Storm,Storm 'Elliott',
2098,16282,Hydrological,Flood,,Heavi rains
2099,16283,Hydrological,Flood,,"Ice jams, rain and melting snow "
2100,16288,Hydrological,Flood,,Tropical Depression Mulan
2101,16298,Meteorological,Storm,Hurricane 'Ian',
2102,16306,Climatological,Wildfire,,Long-lasting extreme heat
2103,16308,Climatological,Drought,,La NIna
2104,16316,Climatological,Wildfire,,High temperatures and increased wind intensity 
2105,16336,Climatological,Wildfire,,Strong winds and high temperatures 
2106,16358,Climatological,Drought,,Prolonged periods of dry spells 
2107,16362,Meteorological,Storm,Tropical depression 'Aere',
2108,16363,Meteorological,Storm,Tropical cyclone 'Agatha',
2109,16364,Meteorological,Storm,Tropical storm 'Karl',
2110,16365,Meteorological,Storm,Hurricane 'Roslyn',
2111,16368,Meteorological,Storm,Tropical storm 'Megi' (Agaton),
2112,16371,Meteorological,Storm,Tropical storm 'Sonca',
2113,16376,Hydrological,Flood,,"Heavy rains, low-pressure system and the Intertropical Convergence Zone"
2114,16378,Meteorological,Storm,Storm 'Nalgae' (Paeng),
2115,16379,Meteorological,Storm,Tropical cyclone 'Nesat',
2116,16382,Meteorological,Storm,Storm 'Elliott',Heavy snowfall and very low temperatures
2117,16396,Meteorological,Storm,Typhoon 'Talas',
2118,16397,Hydrological,Flood,,"Heavy rains, Tropical Depression Mulan"
2119,16407,Hydrological,Flood,,Heavy rain combined with glacier melt 
2120,16427,Climatological,Wildfire,McKinney & Yeti Complex fires,"Vague de chaleur, de forts vents et des orages"
2121,16429,Meteorological,Storm,Typhoon 'Hinnamnor',
2122,16430,Meteorological,Storm,Tropical storm 'Bonnie',
2123,16442,Meteorological,Storm,Tropical cyclone 'Noru' (Karding),
2124,16450,Meteorological,Storm,Cyclone 'Mandous',
2125,16459,Meteorological,Storm,Typhoon 'Nanmadol',
2126,16475,Meteorological,Storm,Tropical storm 'Jasmine',
2127,16482,Hydrological,Flood,,Rainy/cyclonic season
2128,16504,Meteorological,Storm,Tropical Cyclone 'Ma-On' (Florita),
2129,16505,Meteorological,Storm,Tropical depression 'Maymay',
2130,16509,Climatological,Wildfire,,Violent wind
2131,16525,Hydrological,Flood,,Intense monsoon trough and negative Indian Ocean dipole
2132,16527,Hydrological,Flood,,"Heavy rains, Remnants of Tropical Storm Noru"
2133,16541,Climatological,Drought,,Lack of rainfall recorded since September 2022 
2134,16546,Meteorological,Storm,Hurricane 'Nicole',
2135,16547,Climatological,Wildfire,"McBride, Nogal Canyon, Hermits Peak Fires","Ongoing severe drought, strong winds and low relative humidity"
